expression,tempo,avg_cent,std_cent,avg_rolloff,std_rolloff,avg_zcross,std_zcross,avg_flt,std_flt,avg_bw,avg_ctr,std_ctr,cont_rating
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,691.2175871,96.74344053,1831.448228,256.9211276,0.050998842,0.01679736,0.002186848,0.001976995,1031.483377,20.94756102,6.262777079,30
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,445.8849677,92.84826051,1026.161047,334.5904099,0.009815598,0.004207917,0.000350583,0.000359451,863.1993378,24.87267755,7.554141175,30
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,687.5006609,83.05949827,1751.874001,187.2363317,0.02110541,0.011731052,0.00335769,0.003653906,1002.555024,23.87531876,6.900406644,35
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,1701.923343,233.2045805,3561.52552,365.7346816,0.532116205,0.227163329,0.006766857,0.045956422,1466.463538,28.02041652,6.287787019,35
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,1655.3688,109.7542903,3294.16811,151.4880398,0.498448744,0.065877065,0.005820907,0.009849597,1309.749619,67.75485776,34.43363069,35
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,1676.574602,116.7227262,3256.529851,146.6087206,0.363769531,0.028643581,0.075898536,0.016873309,1270.811483,18.18006289,4.962273546,35
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,596.5139786,112.9050851,1535.389459,313.3076048,0.051810909,0.019320609,0.000312352,0.000382752,970.7266649,26.62170329,8.248085906,35
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,1059.382567,180.1424735,2442.039246,264.4307747,0.101085671,0.039975674,0.003316666,0.004864704,1130.10618,25.64465905,9.106128581,35
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,936.7662379,163.8176043,2451.317631,477.7308196,0.125558036,0.099141284,0.003998449,0.000776586,1042.547184,25.65697692,5.973560072,35
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,1677.521634,307.1463806,3143.681703,392.7041804,0.363115713,0.104997813,0.082712844,0.019300863,1232.127333,17.59618116,5.862478951,35
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,916.254546,137.7577282,2417.74387,434.8451214,0.12555283,0.09856801,0.00240785,0.00143322,1046.205966,27.08809726,5.896371905,35
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,902.5556231,88.36456908,2289.054171,175.3839755,0.144507304,0.030786009,0.001758889,0.001622022,1100.28888,36.18323841,23.3302091,35
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,1027.0877,189.0501444,2668.884928,557.8146359,0.110579566,0.080519472,0.001281821,0.000735834,1261.320871,25.88483533,6.892835306,40
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,1177.786349,86.31959027,2297.84948,23.96042084,0.175032691,0.051417432,0.017105363,0.004688626,1028.314241,22.37814817,5.270044813,40
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,1187.386963,145.3304023,2827.042244,188.0184478,0.080078125,0.023354999,0.022023806,0.014654721,1221.686801,20.01863775,5.500382392,40
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,550.388772,118.2884019,1332.889126,330.2002823,0.020640034,0.013065022,0.001778148,0.001632011,926.3738704,18.90766084,5.381804752,40
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),117.1875,1447.750502,200.8972994,3020.938833,267.4616686,0.095152377,0.034505978,0.070903897,0.031563401,1234.849433,19.14235904,5.064924643,40
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,1773.012877,325.5614954,3199.168777,374.9899325,0.501581448,0.280425244,0.046154536,0.007803529,1215.059893,18.02245368,6.410766036,40
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,1032.558683,90.49008669,2362.806503,211.4726521,0.149748259,0.046986793,0.000821523,0.000969659,1066.358863,30.55581479,5.239944101,45
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,1717.07188,114.7667467,3312.316764,165.8383423,0,0,0.029726434,0.049320709,1212.139495,22.69222757,5.073816384,45
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,1101.138105,123.2232348,2502.748534,262.0980491,0.134816639,0.011745266,0.013196332,0.009182109,1108.099156,22.53866513,4.722474921,45
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,1586.105867,141.3184205,3341.04311,265.9727355,0.364127674,0.107141022,0.041427027,0.016733022,1314.0678,19.91220024,4.87421593,45
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),117.1875,1563.857356,162.6512463,3160.814232,225.580845,0.214827092,0.125735317,0.026654422,0.010589257,1250.133711,21.99926461,5.90355297,45
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),46.875,1885.243378,144.1461806,3294.284715,162.4449451,0,0,0.023177283,0.025822878,1161.024722,30.87375297,12.85507247,45
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,1109.463436,336.0501006,2523.204291,609.7994209,0,0,0.071214922,0.197937027,1094.580034,29.24199991,23.82585264,45
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,1057.986501,132.0546893,2115.796575,156.6581588,0.261789546,0.089204298,0.001611769,0.001653466,1028.62095,28.70492924,21.03273794,50
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,1607.981388,224.6465264,3101.629131,368.0281926,0.440410947,0.149540819,0.01557703,0.045916386,1231.117994,23.49512215,6.04445022,50
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),62.5,1856.416036,73.79330036,3666.452892,160.9852034,0.548809385,0.045182074,0.03878101,0.028537149,1467.013697,22.90388554,6.200485415,50
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,1589.575236,252.5876435,3193.188633,322.9675718,0.362785681,0.115662049,0.054893255,0.012474533,1256.549396,18.93830287,4.967118692,50
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,772.6903094,148.9189842,1974.088819,375.0382988,0.249369086,0.159792233,0.006839787,0.046048634,1049.676546,20.6379922,7.45158601,50
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,1793.09961,177.1383401,3514.317364,329.2893974,0.49444463,0.120567589,0.002031799,0.001518826,1423.602512,25.04021652,10.91714805,60
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,1747.209836,81.35309555,3309.951359,94.65802393,0.501651203,0.133146072,0.021049917,0.013576483,1273.054387,24.61755142,5.770276889,60
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,1723.861787,290.6635461,3624.108809,374.9339091,0.51155946,0.270112538,0.01406057,0.002670553,1511.259433,21.3281202,6.667883407,65
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,756.9634374,110.1429898,1943.546775,272.4228344,0,0,0.007462174,0.002072126,1040.918267,19.00108428,4.17480517,65
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,1770.252309,139.3729327,3310.675973,164.6163029,0.364849164,0.148449599,0.053941578,0.015453684,1247.470192,19.13843976,5.840437899,70
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,1615.781545,276.5312601,3104.71915,282.0046453,0.285348856,0.173146448,0.035739999,0.013673296,1199.829504,19.79877678,6.425655165,70
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,1607.864594,239.7512818,3168.052039,295.1945911,0.392556262,0.128080766,0.01847858,0.009622322,1242.505718,31.88239717,23.21842995,70
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),85.22727273,999.7897634,170.5789743,2448.594083,331.9134491,0.099983134,0.03821567,0.011679031,0.008623184,1132.449256,20.37289404,9.429473499,70
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,1520.623243,405.1188438,3086.370602,685.3915505,0.483708689,0.245641052,0.015449864,0.112130731,1268.361649,38.49528264,28.09195653,70
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,1628.873215,240.5511209,3196.670109,327.6613456,0.496264492,0.234560568,0.008377556,0.045918509,1277.766668,24.6913539,6.499692778,70
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,1205.327298,264.2073752,2686.908649,411.1365887,0.12013801,0.067955005,0.006817083,0.04604568,1160.425805,32.02617819,21.39170704,75
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,1521.546882,48.5442985,3091.49287,64.01885225,0.224317864,0.015973765,0.018035727,0.009292944,1219.125774,24.1459787,5.823902261,75
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,1628.307105,394.3893829,2943.88826,490.1183343,0.476400087,0.21333973,0.005656304,0.046001401,1227.886075,24.26058487,6.560186337,80
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),78.125,560.7165008,156.1357628,1448.219283,465.9210684,0.015022196,0.035745413,0.00053433,0.001217376,961.2077973,23.14640519,7.819312532,85
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),58.59375,800.1715742,283.1661426,1902.060568,587.1636052,0.064830007,0.08915397,0.002213389,0.003713525,1014.400335,27.12456754,6.718334847,85
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),117.1875,1610.184582,342.5700106,3071.878332,363.22857,0.497932353,0.192664589,0.003027898,0.002199562,1246.878201,32.21017353,22.86478721,90
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),62.5,700.0409432,87.35585326,1788.079691,200.2670093,0.023555146,0.010350787,0.00397857,0.00354234,1008.478129,21.04260036,5.263844131,20
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),29.296875,1318.387233,217.9978665,2902.526986,242.0123263,0.288782441,0.067239586,0.002514927,0.004645418,1185.759294,66.0529783,34.67755539,30
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),117.1875,934.3611294,129.4127884,2508.420509,282.2019105,0.019359467,0.009252816,0.005486012,0.002837334,1182.629858,21.44299313,7.575289466,5
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),66.96428571,1245.674493,77.88097986,2933.702026,133.609759,0.301957706,0.056282966,0.010053265,0.002132355,1274.630992,19.36663904,5.916064306,5
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),66.96428571,1112.942754,58.30481004,2643.923241,151.9944585,0.128405475,0.029319681,0.012311155,0.002724261,1204.135216,19.82528405,4.486123391,15
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),66.96428571,1622.503386,273.7220251,3516.949294,362.079009,0.483957514,0.287257304,0.008360557,0.004173081,1467.73842,23.87644836,5.406428461,25
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),72.11538462,732.208053,94.93643883,1903.601413,197.2528537,0.02293152,0.013353271,0.003691049,0.003590799,1011.821495,20.80358565,5.589025035,20
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),72.11538462,1195.445366,132.2894364,2361.332289,136.6833178,0.273688408,0.090183616,0.003115614,0.009444707,1027.603375,23.95713703,8.615265306,25
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),117.1875,637.4371903,89.55922995,1669.626199,276.4696904,0.008484017,0.002128244,0.00101012,0.001773246,995.2696597,60.78446565,31.76420181,0
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),55.14705882,1533.914804,319.36865,3177.605277,575.5191834,0.472557344,0.249947355,0.001510183,0.002347227,1332.572207,29.36379343,7.987189479,5
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),78.125,1895.59675,104.9793354,3514.084155,11.15991866,0.440018448,0.01329371,0.013095571,0.007648185,1408.696492,25.64337789,4.871875557,5
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),78.125,1593.435359,80.54170144,3102.728545,114.4702362,0,0,0.008497701,0.003630822,1210.215697,31.28389204,14.85920808,15
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),78.125,705.2514087,119.1676362,1773.762327,269.2805881,0.030470208,0.010857343,0.004276887,0.004620676,1000.87987,22.03507123,5.654837736,15
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),78.125,1220.81484,118.1382542,2468.350213,65.90464347,0.198564932,0.03780938,0.021338262,0.00527933,1023.129378,23.80368969,5.025705192,20
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),78.125,470.6284771,74.52386031,1123.359208,251.602228,0.01508154,0.005252228,0.000547121,0.000336622,886.9948505,20.64526807,5.732285699,20
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),78.125,1450.588873,95.7531191,2658.040712,178.0203649,0,0,0.041148707,0.080012843,996.9961856,35.17243777,24.94900151,30
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),78.125,1683.331186,330.9424671,3152.04391,380.4488592,0.486531142,0.276954637,0.012698092,0.004721184,1240.815039,23.78355679,6.279468755,30
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),85.22727273,1726.501151,149.3641088,3387.726546,53.2899568,0.498901627,0.096582115,0.020266933,0.003678393,1258.589545,19.90495887,6.409683068,0
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),85.22727273,737.9976037,195.0548441,1871.293643,439.1224925,0.014243445,0.00958261,0.003879939,0.005495691,1032.899959,52.43288306,32.92169258,5
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),85.22727273,1145.106008,117.0270541,2171.083755,132.0580324,0.260691173,0.032429617,0.003032318,0.00065566,1026.807015,21.71231811,9.733362549,10
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),85.22727273,1339.602302,241.4722559,2993.01206,529.9594171,0.490021988,0.238751008,0.001122195,0.001874979,1309.951386,24.79329889,14.22571857,15
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),85.22727273,742.2570825,75.19685736,1973.164312,106.9912131,0.062485424,0.008088641,0.001734972,0.000915718,1011.016301,21.2830839,5.430430955,15
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),85.22727273,981.4139049,133.8839799,2064.748801,135.8248221,0.261825984,0.114959773,0.000912672,0.001743571,1025.714729,41.15126558,24.62517136,25
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),85.22727273,1593.56051,132.2119509,3331.065099,189.4170634,0,0,0.055777892,0.045588948,1292.500461,21.31629658,4.957205162,60
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),93.75,1665.74626,131.9814952,3545.425773,192.3212985,0.376328458,0.041919819,0.029717272,0.006215413,1448.79196,20.07501971,4.610005949,0
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),93.75,740.6214645,112.4591338,1880.272188,245.3016041,0.047960879,0.012323259,0.009530018,0.007420539,1020.929805,18.98171123,4.461871355,0
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),93.75,455.6466283,54.06308679,1072.336421,187.6650386,0.001559585,0.000198287,0.001598597,0.000947428,876.9639492,7.084280158,6.99840103,0
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),93.75,1505.306052,114.2651316,3239.922042,135.5795196,0.343095141,0.064935302,0.031115921,0.006897317,1254.830088,21.35121777,3.983782087,5
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),93.75,1438.909256,250.3640434,3121.535181,284.4835552,0.486916353,0.243945293,0.001517019,0.003470648,1364.219149,28.03632428,19.72552741,5
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),93.75,1392.656354,219.9059554,3636.835354,684.5848498,0.522186084,0.230255128,0.000429823,0.001163664,1479.314978,21.97040492,17.24379447,20
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),93.75,845.9920148,162.3375168,1977.337087,526.879088,0.127493462,0.064593171,0.005910126,0.029951775,1039.838298,51.16745026,22.99005866,50
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),104.1666667,732.2763553,147.5168223,1840.943164,504.0993222,0.073404601,0.025008587,0.001739199,0.002004462,1003.138515,25.07486186,19.15918607,5
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),104.1666667,478.8286918,68.73423463,1152.485341,238.7503046,0.016471424,0.006599675,0.000649345,0.00043382,892.731248,19.09776525,6.044570983,5
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),104.1666667,1149.937916,63.02497753,2713.86927,141.5572688,0.085757388,0.005845442,0.034353204,0.009114251,1184.525992,15.67779539,4.08515136,5
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),104.1666667,1650.714871,112.6091969,3385.119603,243.3553902,0.299049882,0.083110697,0.076171756,0.019680321,1317.329199,19.48368522,3.667402646,10
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),104.1666667,846.9159491,78.8836804,2017.099214,440.6967364,0,0,0.002057708,0.004179401,1048.580656,42.12307968,24.18332624,10
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),104.1666667,642.7902095,79.32514082,1569.48794,103.8540188,0.009075368,0.002001428,0.001526533,0.001432172,979.2639364,20.41718603,5.495749196,10
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),104.1666667,1586.108849,284.2475821,3377.773521,458.3981185,0.599691623,0.235889431,0.000716377,0.002842519,1490.896301,24.83280143,14.54588524,15
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),104.1666667,1148.596417,114.1420174,2184.110141,138.617733,0.262456898,0.018714212,0.003303323,0.000718523,1027.042178,22.56161037,9.112283041,20
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),104.1666667,1441.454757,110.117214,3084.654851,77.27571612,0.389258021,0.011601059,0.00137898,0.00256027,1331.063109,48.6641788,22.37960549,20
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),104.1666667,1172.240566,126.6321123,2319.546242,354.0631915,0,0,0.007323255,0.046421457,1042.402699,16.24587267,11.06775086,20
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),104.1666667,1736.084236,103.0673638,3345.332489,47.39785486,0.536405584,0.075723947,0.00532556,0.002729885,1335.532987,21.97282447,8.170548429,35
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),104.1666667,1087.738897,118.625935,2125.7496,96.17610458,0.270239206,0.068270384,0.001958711,0.001052396,1028.582625,20.27492911,9.346319877,40
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),104.1666667,1261.659799,277.1491726,2713.752665,481.1760298,0.270174657,0.12970919,0.003333129,0.005571666,1229.820361,65.00418749,31.60209961,50
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),187.5,1621.174982,258.4238837,3547.316431,316.7299863,0.540436767,0.246164241,0.00192863,0.002239109,1471.68633,30.51840507,6.941215158,55
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),117.1875,440.6944951,131.7435669,1007.296109,456.6719985,0.001008837,0.000558209,0.002516972,0.002369601,850.6410101,9.25032806,6.873896713,0
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),117.1875,775.9320941,129.6441865,2033.373867,181.6328426,0.065273521,0.004607706,0.002088665,0.003259133,1048.697034,58.47885014,34.71247677,0
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),117.1875,1321.236156,97.77562517,2726.312633,250.2524774,0.496486249,0.015022757,0.006287913,0.000767999,1317.726762,15.74232077,7.179519396,0
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),117.1875,388.2751958,165.9817346,849.5635661,538.1138975,0.000507021,0.000393961,0.002033486,0.002304817,792.2754204,9.91642371,7.578951727,0
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),117.1875,1966.691888,63.62710336,3410.764259,62.39153595,0,0,0.534578681,0.070253201,1180.370921,13.87382914,2.752166837,0
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),117.1875,472.0680946,37.34811324,1136.302305,121.2912885,0.001938549,0.000104744,0.001640836,0.000712026,888.9861904,8.762934412,7.544775776,0
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),117.1875,1538.92865,131.4245677,3932.744203,31.08078637,0.4952036,0.014411831,0.001245004,0.00181863,1699.561706,45.97801948,24.61447472,0
(t>>8)&(((t>>11)&(t+(t*10)))|(((t|11)&9)^((t*(t^4))^6))),117.1875,894.3566195,154.8609173,2268.523454,349.7468227,0.062327176,0.001878191,0.00050834,0.000851561,1121.527307,60.08787614,28.5011025,0
